blockname,experiment,date,subject,cohort,procedure,solution,exclude,exclude_note,block_set,stim_set,deprivation,imaging
2025_08_30_acr05,acr,08/30/2025,acr05,1,multi_sucrose,multi_sucrose,NA,NA,"{3,0,2,4,1,2,3,0,4,1,1,3,4,0,2,2,0,4,3,1,2,0,3,4,0,4,1,2,3,1,0,1,3,2,3,4,0,2,4,1,2,0,0,1,4,4,1,2,3,3,4,0,2,3,1,3,4,0,2,1,2,2,0,3,4,0,4,1,1,3,1,3,0,2,0,1,4,2,3,4,4,2,0,4,3,1,2,3,0,1,1,3,4,3,4,2,0,0,2,1};",NA,fr,npm
2025_08_30_acr06,acr,08/30/2025,acr06,1,multi_sucrose,multi_sucrose,NA,NA,"{4,1,0,3,2,3,4,2,1,0,0,3,4,2,0,2,3,1,4,1,2,1,4,4,0,0,2,3,3,1,0,1,2,0,2,1,3,4,3,4,0,3,0,3,4,1,1,4,2,2,2,1,1,2,0,4,0,4,3,3,1,4,1,4,2,0,3,2,3,0,2,0,4,3,0,1,4,1,2,3,0,2,4,3,0,2,4,1,3,1,4,2,0,3,2,1,1,3,0,4};",NA,wr,npm
2025_08_30_acr07,acr,08/30/2025,acr07,1,multi_sucrose,multi_sucrose,NA,NA,"{4,3,1,1,4,0,2,0,3,2,3,1,0,4,4,0,1,2,2,3,3,1,2,2,1,4,4,0,0,3,4,3,4,0,1,2,1,0,3,2,4,2,2,1,0,3,4,3,0,1,1,3,2,0,4,3,2,4,0,1,2,2,3,4,0,4,3,0,1,1,3,3,2,2,0,1,1,0,4,4,0,2,0,3,3,2,4,1,4,1,2,2,1,4,0,3,1,3,4,0};",NA,fr,npm
2025_08_30_acr08,acr,08/30/2025,acr08,1,multi_sucrose,multi_sucrose,NA,NA,"{4,3,4,2,1,0,1,0,3,2,1,3,2,4,4,0,1,0,3,2,3,2,1,0,1,2,4,3,4,0,3,1,4,0,4,2,2,1,0,3,2,2,0,4,4,1,1,3,3,0,2,0,4,3,4,0,1,2,3,1,1,4,0,4,3,3,2,1,0,2,1,2,3,2,4,1,3,0,0,4,0,4,1,4,3,0,2,1,2,3,3,4,2,3,1,2,0,4,1,0};",NA,wr,npm
2025_08_30_acq01,acq,08/30/2025,acq01,1,multi_sucrose,multi s,NA,NA,"{1,2,1,3,0,4,3,2,4,0,0,2,4,1,3,0,1,2,3,4,3,4,2,0,2,3,4,1,1,0,1,3,1,2,4,0,3,2,0,4,3,0,4,4,1,3,2,0,2,1,1,1,0,3,4,4,0,3,2,2,3,1,2,0,1,3,0,4,2,4,3,0,3,1,2,1,0,4,2,4,3,2,1,2,0,1,0,4,4,3,4,1,4,1,3,0,3,2,2,0};",NA,fr,tdt
2025_08_30_acq02,acq,08/30/2025,acq02,1,multi_sucrose,multi s,NA,NA,"{2,2,1,4,4,3,0,1,0,3,2,3,0,4,0,4,1,3,2,1,0,4,2,0,3,1,2,4,3,1,2,2,4,3,0,1,1,3,0,4,0,3,1,3,1,2,2,0,4,4,2,1,0,4,4,2,3,0,3,1,3,2,3,4,1,0,0,1,2,4,1,3,0,1,2,3,2,0,4,4,4,2,3,2,0,0,4,1,3,1,2,1,0,1,4,0,4,3,3,2};",NA,fr,tdt
2025_08_30_acq03,acq,08/30/2025,acq03,1,multi_sucrose,multi s,NA,NA,"{4,3,3,1,1,2,4,2,0,0,3,0,3,2,2,4,1,1,0,4,2,1,4,2,0,3,3,4,0,1,1,2,0,1,3,2,3,4,0,4,4,0,0,4,1,2,2,3,3,1,1,4,2,0,3,4,1,0,2,3,0,3,4,2,1,1,3,2,4,0,3,4,0,2,0,3,4,1,1,2,2,4,4,0,1,2,3,1,3,0,1,0,1,4,4,2,0,2,3,3};",NA,fr,tdt
2025_09_01_acr01,acr,09/01/2025,acr01,1,multi_sucrose,multi_sucrose,NA,NA,"{2,4,1,0,3,3,2,1,4,0,2,3,0,1,3,1,2,4,0,4,0,2,1,4,0,3,3,1,4,2,3,1,0,1,2,0,3,4,2,4,3,4,4,0,1,2,1,2,3,0,0,1,4,3,2,0,4,3,1,2,3,1,0,1,4,0,4,3,2,2,3,3,1,2,0,2,1,0,4,4,1,3,0,2,2,0,4,4,3,1,0,4,1,0,2,4,3,3,2,1};",NA,fr,npm
2025_09_01_acr03,acr,09/01/2025,acr03,1,multi_sucrose,multi_sucrose,NA,NA,"{1,4,1,2,4,3,0,3,2,0,1,3,4,0,0,2,4,2,1,3,4,3,1,4,0,2,2,1,0,3,4,0,0,1,3,1,2,2,3,4,4,4,3,2,1,1,2,3,0,0,2,3,1,1,3,4,2,0,4,0,3,0,2,0,2,4,1,3,1,4,4,2,2,1,1,0,4,3,0,3,0,2,3,0,1,3,4,2,1,4,0,2,4,1,2,3,3,0,4,1};",NA,fr,npm
2025_09_01_acr04,acr,09/01/2025,acr04,1,multi_sucrose,multi_sucrose,NA,NA,"{2,0,2,4,3,1,0,1,3,4,3,0,2,0,4,3,1,2,1,4,4,3,4,1,2,3,0,0,2,1,2,1,1,3,0,0,2,3,4,4,2,0,1,4,4,2,3,1,0,3,2,4,4,0,2,1,3,0,1,3,0,3,3,2,1,4,1,2,0,4,2,2,1,4,1,0,3,0,3,4,1,0,1,4,3,3,4,2,0,2,0,4,2,0,1,2,4,3,3,1};",NA,wr,npm
2025_09_01_acr05,acr,09/01/2025,acr05,1,multi_sucrose,multi_sucrose,NA,NA,"{3,0,2,4,1,4,2,0,1,3,0,2,3,0,4,1,3,1,4,2,0,1,2,1,4,3,0,3,4,2,1,2,1,0,4,0,2,4,3,3,2,3,0,1,0,1,3,2,4,4,3,1,2,1,2,4,3,0,0,4,4,2,1,3,0,4,2,1,0,3,4,2,3,1,2,0,4,0,1,3,3,4,0,2,1,3,4,2,1,0,3,2,4,0,4,3,1,0,2,1};",NA,fr,npm
2025_09_01_acr06,acr,09/01/2025,acr06,1,multi_sucrose,multi_sucrose,NA,NA,"{0,3,1,1,2,4,3,2,4,0,2,1,4,4,3,2,3,0,1,0,0,4,3,0,1,4,2,1,2,3,0,2,0,2,3,4,4,1,3,1,2,4,3,1,1,4,0,3,0,2,1,2,0,4,3,0,2,4,3,1,1,2,2,0,0,4,1,4,3,3,4,0,1,2,3,0,1,2,4,3,2,3,1,3,0,0,4,1,4,2,4,2,4,1,3,0,0,3,2,1};",NA,wr,npm
2025_09_01_acr07,acr,09/01/2025,acr07,1,multi_sucrose,multi_sucrose,NA,NA,"{0,1,2,3,0,4,1,4,3,2,0,3,4,2,4,1,3,0,2,1,2,1,1,4,0,2,3,0,3,4,1,3,3,2,4,1,0,0,2,4,4,3,0,1,4,1,2,3,2,0,1,2,4,4,3,0,1,0,2,3,2,4,0,3,1,0,1,3,4,2,1,1,0,2,2,3,0,3,4,4,2,3,0,4,3,1,4,2,1,0,3,4,0,1,4,2,1,3,2,0};",NA,fr,npm
2025_09_01_acr08,acr,09/01/2025,acr08,1,multi_sucrose,multi_sucrose,NA,NA,"{0,3,2,0,1,3,4,2,4,1,1,1,3,2,3,4,0,0,2,4,3,1,0,4,0,1,4,2,3,2,1,0,3,4,4,3,2,0,2,1,4,3,0,2,2,3,0,1,4,1,0,4,3,3,2,1,4,2,1,0,4,3,1,2,0,2,0,3,1,4,0,2,4,3,0,2,1,1,4,3,4,1,2,2,3,0,3,0,4,1,1,1,2,4,3,0,3,2,4,0};",NA,wr,npm
2025_09_04_acr01,acr,09/04/2025,acr01,1,multi_nacl,multi nacl,NA,NA,"{4,0,3,2,4,1,0,2,1,3,0,1,1,3,3,4,0,4,2,2,0,2,4,4,1,2,1,3,3,0,3,1,0,2,1,4,4,2,0,3,2,0,2,4,0,1,1,4,3,3,0,2,1,4,3,1,0,2,3,4,0,3,4,0,4,1,2,3,2,1,4,2,1,2,4,3,0,1,0,3,3,2,0,3,4,0,4,1,2,1,3,3,4,2,1,0,4,0,1,2};",NA,wr,npm
2025_09_04_acr03,acr,09/04/2025,acr03,1,multi_nacl,multi nacl,NA,NA,"{2,4,3,4,1,3,2,0,0,1,1,0,4,2,0,3,1,3,4,2,2,0,3,4,4,3,1,1,2,0,0,3,4,0,4,2,1,1,3,2,3,4,1,4,0,2,0,2,3,1,3,3,0,4,2,0,1,4,2,1,0,2,0,3,3,4,1,1,2,4,2,3,1,3,0,4,4,2,0,1,3,3,4,2,1,2,4,0,1,0,2,0,4,4,3,0,3,1,2,1};",NA,wr,npm
2025_09_04_acr04,acr,09/04/2025,acr04,1,multi_nacl,multi nacl,NA,NA,"{0,2,1,2,3,3,4,0,4,1,2,2,0,3,1,4,0,1,4,3,2,0,2,1,4,0,1,3,3,4,4,0,3,4,2,0,2,3,1,1,1,0,3,2,4,0,4,3,1,2,2,0,4,3,0,2,1,4,3,1,1,2,4,4,2,3,0,0,3,1,2,3,0,2,0,4,1,3,4,1,2,4,1,4,0,3,2,1,3,0,3,1,0,4,2,0,3,2,4,1};",NA,wr,npm
2025_09_04_acr05,acr,09/04/2025,acr05,1,multi_nacl,multi nacl,NA,NA,"{3,2,4,1,1,3,4,2,0,0,4,3,1,2,3,0,2,1,0,4,0,4,4,3,1,1,0,2,2,3,0,4,1,0,2,3,1,3,4,2,4,3,3,0,1,1,0,2,4,2,3,0,1,4,2,1,2,0,3,4,1,0,3,4,1,3,4,0,2,2,3,0,1,3,2,4,2,0,4,1,4,3,2,3,0,1,1,0,2,4,3,4,0,2,2,1,1,3,0,4};",NA,wr,npm
2025_09_04_acr06,acr,09/04/2025,acr06,1,multi_nacl,multi nacl,NA,NA,"{1,3,3,2,4,4,1,2,0,0,3,0,1,2,3,2,4,0,4,1,2,4,1,0,3,3,0,4,2,1,4,1,4,2,1,0,2,0,3,3,1,2,3,1,4,0,0,2,4,3,0,4,1,3,0,1,3,2,2,4,0,2,4,2,1,4,3,1,3,0,2,3,1,2,4,0,3,0,1,4,4,1,2,2,3,0,4,1,0,3,3,0,1,1,2,0,4,2,4,3};",NA,wr,npm
2025_09_04_acr07,acr,09/04/2025,acr07,1,multi_nacl,multi nacl,NA,NA,"{2,3,1,4,4,3,0,1,2,0,3,0,3,4,1,2,4,2,0,1,0,1,2,4,2,0,3,4,1,3,2,4,1,4,2,0,1,0,3,3,3,3,0,2,4,4,2,1,0,1,2,1,0,3,1,0,2,3,4,4,3,4,4,3,1,1,0,2,0,2,2,1,1,0,4,2,0,3,3,4,0,0,2,4,4,1,1,3,3,2,0,0,3,2,4,1,2,1,3,4};",NA,wr,npm
2025_09_04_acr08,acr,09/04/2025,acr08,1,multi_nacl,multi nacl,NA,NA,"{0,4,2,0,3,1,1,2,3,4,1,4,0,3,2,0,1,4,2,3,0,3,3,1,4,1,2,0,2,4,1,4,4,3,2,0,1,0,3,2,2,4,3,1,3,4,1,0,0,2,2,0,3,4,1,1,3,0,2,4,0,2,4,2,1,3,0,3,1,4,3,0,0,4,1,2,2,1,3,4,0,3,4,4,3,2,1,1,0,2,4,0,3,2,1,1,3,4,2,0};",NA,wr,npm
2025_09_04_acq01,acq,09/04/2025,acq01,1,multi_nacl,multi nacl,NA,NA,"{2,4,0,2,1,3,3,1,4,0,3,3,4,1,2,2,1,0,4,0,3,2,4,4,1,0,1,2,3,0,3,2,1,4,4,1,3,2,0,0,3,4,1,4,2,1,0,3,0,2,2,3,2,0,1,4,0,1,4,3,2,4,1,4,3,0,1,0,2,3,0,0,1,2,2,4,4,1,3,3,2,4,0,2,4,3,1,3,0,1,1,1,2,4,0,4,3,0,2,3};",NA,wr,tdt
2025_09_05_acr01,acr,09/05/2025,acr01,1,multi_nacl,multi nacl,NA,NA,"{0,1,2,4,2,3,1,4,3,0,4,3,4,2,3,2,1,1,0,0,1,0,0,1,3,2,4,2,3,4,2,0,3,1,0,4,2,3,4,1,2,0,3,4,0,3,2,4,1,1,2,1,3,2,3,1,4,0,0,4,4,3,2,3,0,4,1,1,2,0,2,0,0,3,1,3,4,4,2,1,0,1,0,3,3,1,4,2,2,4,0,3,2,0,2,4,1,3,1,4};",NA,wr,npm
2025_09_05_acr03,acr,09/05/2025,acr03,1,multi_nacl,multi nacl,NA,NA,"{2,0,4,0,1,1,3,3,2,4,2,3,1,4,2,1,0,4,3,0,0,2,1,2,1,4,3,3,4,0,4,0,1,0,3,2,1,3,4,2,2,4,3,0,1,4,2,0,1,3,0,3,1,4,1,2,2,0,4,3,0,3,0,2,1,3,4,1,4,2,0,0,1,3,2,4,3,2,1,4,0,2,4,4,2,0,1,3,3,1,2,4,3,3,1,2,4,0,1,0};",NA,wr,npm
2025_09_05_acr04,acr,09/05/2025,acr04,1,multi_nacl,multi nacl,NA,NA,"{0,4,1,2,2,3,0,4,1,3,4,4,2,2,3,0,3,1,1,0,3,0,2,1,4,2,3,0,1,4,1,3,4,3,2,4,0,2,1,0,1,4,1,0,2,2,3,0,3,4,3,2,2,0,4,1,3,1,4,0,4,1,2,2,3,0,0,1,4,3,3,3,4,1,2,0,2,4,1,0,1,1,4,0,4,2,0,3,2,3,3,2,1,1,0,2,4,3,0,4};",NA,wr,npm
2025_09_05_acr05,acr,09/05/2025,acr05,1,multi_nacl,multi nacl,NA,NA,"{3,0,2,4,1,2,1,4,3,0,4,3,3,2,2,0,0,1,1,4,1,2,0,2,3,4,0,1,4,3,4,0,1,3,0,3,1,2,2,4,1,4,2,1,4,3,0,0,2,3,0,1,3,2,4,0,3,1,4,2,2,4,0,1,2,1,3,0,4,3,2,4,0,0,3,3,2,1,1,4,0,2,1,4,1,3,0,2,4,3,1,3,2,0,2,3,0,1,4,4};",NA,wr,npm
2025_09_05_acr06,acr,09/05/2025,acr06,1,multi_nacl,multi nacl,NA,NA,"{2,3,4,2,4,0,0,3,1,1,1,4,3,1,2,0,4,3,0,2,0,4,0,4,1,2,3,2,1,3,2,2,1,0,3,3,4,4,0,1,3,4,0,1,2,2,0,4,3,1,1,2,4,3,4,0,1,3,2,0,3,4,2,0,1,0,2,1,3,4,0,4,3,1,0,4,2,2,1,3,3,0,0,2,2,1,4,3,1,4,3,1,1,4,3,2,0,2,4,0};",NA,wr,npm
2025_09_05_acr07,acr,09/05/2025,acr07,1,multi_nacl,multi nacl,NA,NA,"{1,4,0,3,1,2,0,3,2,4,1,4,0,2,3,3,4,1,2,0,4,3,2,1,1,0,0,4,3,2,2,4,1,3,0,0,3,2,1,4,1,2,0,3,2,1,4,4,0,3,2,3,1,0,1,2,4,3,0,4,0,2,0,1,2,4,1,3,4,3,2,0,1,4,2,3,4,3,0,1,3,2,1,0,1,2,4,0,3,4,1,4,3,0,0,2,3,4,1,2};",NA,wr,npm
2025_09_05_acr08,acr,09/05/2025,acr08,1,multi_nacl,multi nacl,NA,NA,"{4,4,2,1,3,3,2,0,0,1,0,1,4,3,2,3,1,0,4,2,1,4,4,2,0,2,0,3,3,1,0,4,3,1,2,3,2,1,0,4,0,1,0,4,2,3,1,2,3,4,0,3,3,1,0,2,1,4,2,4,3,4,4,1,1,3,2,0,2,0,4,0,3,2,4,2,0,3,1,1,4,3,2,0,1,3,4,2,0,1,1,3,4,3,0,2,0,1,2,4};",NA,wr,npm
2025_09_06_acr01,acr,09/06/2025,acr01,1,multi_nacl,multi nacl,NA,NA,"{0,4,2,3,1,1,3,2,4,0,0,4,2,1,3,2,1,3,4,0,2,0,3,4,3,2,1,1,4,0,0,3,2,1,4,0,3,2,1,4,1,0,2,4,3,4,0,1,3,2,4,2,3,0,3,2,0,1,1,4,2,1,2,0,4,3,4,3,1,0,3,0,2,4,2,1,4,3,1,0,0,0,4,2,3,2,4,1,3,1,0,1,4,4,3,3,0,1,2,2};",NA,wr,npm
2025_09_06_acr03,acr,09/06/2025,acr03,1,multi_nacl,multi nacl,NA,NA,"{2,3,2,1,4,3,4,0,1,0,0,2,4,1,3,4,0,1,2,3,4,3,0,1,3,0,2,4,2,1,1,1,3,3,0,4,0,2,2,4,2,3,4,1,1,3,4,2,0,0,0,2,4,3,2,0,4,1,3,1,4,1,1,2,3,4,3,0,0,2,3,3,0,0,4,2,4,1,2,1,2,3,1,3,4,1,2,0,4,0,2,4,2,3,1,1,0,4,0,3};",NA,wr,npm
2025_09_06_acr04,acr,09/06/2025,acr04,1,multi_nacl,multi nacl,NA,NA,"{2,0,2,1,3,1,3,4,0,4,4,2,1,2,3,4,0,1,3,0,0,2,0,2,4,3,3,4,1,1,0,4,2,3,3,0,4,2,1,1,1,3,4,4,0,2,1,2,0,3,4,3,1,0,3,2,1,0,2,4,1,1,2,4,3,4,3,0,0,2,3,1,2,0,4,0,3,2,4,1,4,2,3,0,1,4,3,1,2,0,2,0,4,0,3,1,2,1,3,4};",NA,wr,npm
2025_09_06_acr05,acr,09/06/2025,acr05,1,multi_nacl,multi nacl,NA,NA,"{1,3,2,2,0,3,4,0,4,1,2,1,1,2,4,4,0,3,3,0,0,1,2,2,4,3,4,3,0,1,1,3,0,0,3,4,2,4,2,1,1,0,2,2,3,0,4,3,1,4,2,3,0,3,2,4,4,1,0,1,2,0,1,0,4,3,3,1,4,2,1,2,0,0,1,4,2,4,3,3,0,4,3,1,3,2,1,4,2,0,0,1,1,3,4,2,3,4,2,0};",NA,wr,npm
2025_09_06_acr06,acr,09/06/2025,acr06,1,multi_nacl,multi nacl,NA,NA,"{4,1,3,0,1,2,2,3,4,0,3,3,0,1,1,0,2,2,4,4,3,3,1,2,1,4,0,4,0,2,3,4,0,2,4,1,1,3,2,0,4,1,2,0,3,3,0,4,2,1,2,1,4,3,0,4,0,3,1,2,1,0,4,3,4,3,2,2,1,0,2,2,1,4,4,3,0,3,1,0,0,3,1,4,2,4,1,2,3,0,1,3,2,0,4,0,4,3,2,1};",NA,wr,npm
2025_09_06_acr07,acr,09/06/2025,acr07,1,multi_nacl,multi nacl,NA,NA,"{1,0,3,2,4,4,0,3,2,1,3,4,0,3,2,0,4,2,1,1,3,4,1,2,3,1,0,2,4,0,3,4,1,2,0,1,0,3,2,4,2,1,4,0,3,0,3,4,2,1,3,4,2,3,0,1,4,0,2,1,4,0,2,2,4,3,1,0,1,3,4,0,2,4,3,1,1,2,3,0,0,1,4,1,0,4,2,2,3,3,1,4,3,0,4,0,2,1,3,2};",NA,wr,npm
2025_09_06_acr08,acr,09/06/2025,acr08,1,multi_nacl,multi nacl,NA,NA,"{4,3,1,4,2,0,0,1,2,3,0,0,1,2,2,4,4,1,3,3,3,4,4,1,1,0,2,3,2,0,1,0,3,0,2,4,1,3,4,2,1,1,2,3,2,0,4,0,4,3,4,1,3,3,0,4,2,1,0,2,3,0,1,1,2,2,4,3,0,4,2,3,0,0,1,1,4,3,4,2,1,1,3,2,3,4,4,2,0,0,2,3,0,0,4,4,1,2,3,1};",NA,wr,npm
2025_09_09_acr01,acr,09/09/2025,acr01,1,multi_water,multi water,NA,NA,"{2,3,2,1,4,3,4,0,1,0,0,2,4,1,3,4,0,1,2,3,4,3,0,1,3,0,2,4,2,1,1,1,3,3,0,4,0,2,2,4,2,3,4,1,1,3,4,2,0,0,0,2,4,3,2,0,4,1,3,1,4,1,1,2,3,4,3,0,0,2,3,3,0,0,4,2,4,1,2,1,2,3,1,3,4,1,2,0,4,0,2,4,2,3,1,1,0,4,0,3};",NA,wr,npm
2025_09_09_acr03,acr,09/09/2025,acr03,1,multi_water,multi water,NA,NA,"{2,0,2,1,3,1,3,4,0,4,4,2,1,2,3,4,0,1,3,0,0,2,0,2,4,3,3,4,1,1,0,4,2,3,3,0,4,2,1,1,1,3,4,4,0,2,1,2,0,3,4,3,1,0,3,2,1,0,2,4,1,1,2,4,3,4,3,0,0,2,3,1,2,0,4,0,3,2,4,1,4,2,3,0,1,4,3,1,2,0,2,0,4,0,3,1,2,1,3,4};",NA,wr,npm
2025_09_09_acr04,acr,09/09/2025,acr04,1,multi_water,multi water,NA,NA,"{1,3,2,2,0,3,4,0,4,1,2,1,1,2,4,4,0,3,3,0,0,1,2,2,4,3,4,3,0,1,1,3,0,0,3,4,2,4,2,1,1,0,2,2,3,0,4,3,1,4,2,3,0,3,2,4,4,1,0,1,2,0,1,0,4,3,3,1,4,2,1,2,0,0,1,4,2,4,3,3,0,4,3,1,3,2,1,4,2,0,0,1,1,3,4,2,3,4,2,0};",NA,wr,npm
2025_09_09_acr05,acr,09/09/2025,acr05,1,multi_water,multi water,NA,NA,"{4,1,3,0,1,2,2,3,4,0,3,3,0,1,1,0,2,2,4,4,3,3,1,2,1,4,0,4,0,2,3,4,0,2,4,1,1,3,2,0,4,1,2,0,3,3,0,4,2,1,2,1,4,3,0,4,0,3,1,2,1,0,4,3,4,3,2,2,1,0,2,2,1,4,4,3,0,3,1,0,0,3,1,4,2,4,1,2,3,0,1,3,2,0,4,0,4,3,2,1};",NA,wr,npm
2025_09_09_acr06,acr,09/09/2025,acr06,1,multi_water,multi water,NA,NA,"{1,0,3,2,4,4,0,3,2,1,3,4,0,3,2,0,4,2,1,1,3,4,1,2,3,1,0,2,4,0,3,4,1,2,0,1,0,3,2,4,2,1,4,0,3,0,3,4,2,1,3,4,2,3,0,1,4,0,2,1,4,0,2,2,4,3,1,0,1,3,4,0,2,4,3,1,1,2,3,0,0,1,4,1,0,4,2,2,3,3,1,4,3,0,4,0,2,1,3,2};",NA,wr,npm
2025_09_09_acr07,acr,09/09/2025,acr07,1,multi_water,multi water,NA,NA,"{4,3,1,4,2,0,0,1,2,3,0,0,1,2,2,4,4,1,3,3,3,4,4,1,1,0,2,3,2,0,1,0,3,0,2,4,1,3,4,2,1,1,2,3,2,0,4,0,4,3,4,1,3,3,0,4,2,1,0,2,3,0,1,1,2,2,4,3,0,4,2,3,0,0,1,1,4,3,4,2,1,1,3,2,3,4,4,2,0,0,2,3,0,0,4,4,1,2,3,1};",NA,wr,npm
2025_09_09_acr08,acr,09/09/2025,acr08,1,multi_water,multi water,NA,NA,"{3,3,4,2,0,1,0,4,2,1,2,1,3,1,4,4,0,2,3,0,3,0,0,1,2,2,3,1,4,4,1,1,4,0,3,2,2,0,4,3,3,1,2,0,4,1,3,0,4,2,1,1,3,4,0,0,2,3,4,2,1,2,4,3,4,3,1,0,2,0,2,1,2,1,3,0,4,3,4,0,0,1,3,0,3,2,1,4,2,4,3,4,4,1,1,2,2,3,0,0};",NA,wr,npm
2025_09_10_acr01,acr,09/10/2025,acr01,1,multi_water,multi water,NA,NA,"{2,3,2,1,4,3,4,0,1,0,0,2,4,1,3,4,0,1,2,3,4,3,0,1,3,0,2,4,2,1,1,1,3,3,0,4,0,2,2,4,2,3,4,1,1,3,4,2,0,0,0,2,4,3,2,0,4,1,3,1,4,1,1,2,3,4,3,0,0,2,3,3,0,0,4,2,4,1,2,1,2,3,1,3,4,1,2,0,4,0,2,4,2,3,1,1,0,4,0,3};",NA,wr,npm
2025_09_10_acr03,acr,09/10/2025,acr03,1,multi_water,multi water,NA,NA,"{2,0,2,1,3,1,3,4,0,4,4,2,1,2,3,4,0,1,3,0,0,2,0,2,4,3,3,4,1,1,0,4,2,3,3,0,4,2,1,1,1,3,4,4,0,2,1,2,0,3,4,3,1,0,3,2,1,0,2,4,1,1,2,4,3,4,3,0,0,2,3,1,2,0,4,0,3,2,4,1,4,2,3,0,1,4,3,1,2,0,2,0,4,0,3,1,2,1,3,4};",NA,wr,npm
2025_09_10_acr04,acr,09/10/2025,acr04,1,multi_water,multi water,NA,NA,"{1,3,2,2,0,3,4,0,4,1,2,1,1,2,4,4,0,3,3,0,0,1,2,2,4,3,4,3,0,1,1,3,0,0,3,4,2,4,2,1,1,0,2,2,3,0,4,3,1,4,2,3,0,3,2,4,4,1,0,1,2,0,1,0,4,3,3,1,4,2,1,2,0,0,1,4,2,4,3,3,0,4,3,1,3,2,1,4,2,0,0,1,1,3,4,2,3,4,2,0};",NA,wr,npm
2025_09_10_acr05,acr,09/10/2025,acr05,1,multi_water,multi water,NA,NA,"{4,1,3,0,1,2,2,3,4,0,3,3,0,1,1,0,2,2,4,4,3,3,1,2,1,4,0,4,0,2,3,4,0,2,4,1,1,3,2,0,4,1,2,0,3,3,0,4,2,1,2,1,4,3,0,4,0,3,1,2,1,0,4,3,4,3,2,2,1,0,2,2,1,4,4,3,0,3,1,0,0,3,1,4,2,4,1,2,3,0,1,3,2,0,4,0,4,3,2,1};",NA,wr,npm
2025_09_10_acr06,acr,09/10/2025,acr06,1,multi_water,multi water,NA,NA,"{1,0,3,2,4,4,0,3,2,1,3,4,0,3,2,0,4,2,1,1,3,4,1,2,3,1,0,2,4,0,3,4,1,2,0,1,0,3,2,4,2,1,4,0,3,0,3,4,2,1,3,4,2,3,0,1,4,0,2,1,4,0,2,2,4,3,1,0,1,3,4,0,2,4,3,1,1,2,3,0,0,1,4,1,0,4,2,2,3,3,1,4,3,0,4,0,2,1,3,2};",NA,wr,npm
2025_09_10_acr07,acr,09/10/2025,acr07,1,multi_water,multi water,NA,NA,"{4,3,1,4,2,0,0,1,2,3,0,0,1,2,2,4,4,1,3,3,3,4,4,1,1,0,2,3,2,0,1,0,3,0,2,4,1,3,4,2,1,1,2,3,2,0,4,0,4,3,4,1,3,3,0,4,2,1,0,2,3,0,1,1,2,2,4,3,0,4,2,3,0,0,1,1,4,3,4,2,1,1,3,2,3,4,4,2,0,0,2,3,0,0,4,4,1,2,3,1};",NA,wr,npm
2025_09_10_acr08,acr,09/10/2025,acr08,1,multi_water,multi water,NA,NA,"{3,3,4,2,0,1,0,4,2,1,2,1,3,1,4,4,0,2,3,0,3,0,0,1,2,2,3,1,4,4,1,1,4,0,3,2,2,0,4,3,3,1,2,0,4,1,3,0,4,2,1,1,3,4,0,0,2,3,4,2,1,2,4,3,4,3,1,0,2,0,2,1,2,1,3,0,4,3,4,0,0,1,3,0,3,2,1,4,2,4,3,4,4,1,1,2,2,3,0,0};",NA,wr,npm
2025_09_17_acr01,acr,09/17/2025,acr01,1,multi_sacc,multi_sacc02,NA,NA,"{3,2,4,0,3,0,1,4,2,1,0,2,1,3,3,1,4,0,2,4,4,2,2,1,0,3,4,3,0,1,3,3,4,1,2,4,0,0,1,2,4,3,2,2,0,0,4,3,1,1,3,1,2,4,0,0,4,3,2,1,4,2,1,4,2,1,0,3,3,0,3,0,0,4,2,1,1,2,3,4,2,1,0,1,4,3,4,2,0,3,1,2,3,4,2,4,3,1,0,0};",NA,fr,npm
2025_09_17_acr03,acr,09/17/2025,acr03,1,multi_sacc,multi_sacc02,NA,NA,"{4,1,0,1,3,0,3,4,2,2,0,4,2,3,4,2,1,3,1,0,1,1,0,4,4,3,2,2,3,0,0,0,3,3,1,1,2,4,2,4,2,4,4,2,3,3,0,1,0,1,0,2,2,0,3,1,3,4,4,1,1,4,2,0,3,1,3,4,2,0,3,2,1,0,3,1,0,2,4,4,3,0,3,0,1,1,4,4,2,2,2,1,2,3,3,0,4,0,4,1};",NA,fr,npm
2025_09_17_acr04,acr,09/17/2025,acr04,1,multi_sacc,multi_sacc02,NA,NA,"{2,3,4,0,3,0,1,4,2,1,0,3,1,4,2,4,1,2,0,3,4,0,2,1,4,3,1,0,3,2,1,1,4,4,2,3,0,3,2,0,0,1,4,2,1,3,2,4,3,0,3,2,1,3,1,4,4,2,0,0,4,0,3,1,0,4,2,2,3,1,0,0,3,2,3,4,1,1,2,4,0,0,3,4,3,2,4,1,1,2,0,2,0,3,4,3,1,2,4,1};",NA,fr,npm
2025_09_17_acr05,acr,09/17/2025,acr05,1,multi_sacc,multi_sacc02,NA,NA,"{2,4,0,2,1,1,4,3,0,3,2,0,1,4,3,2,1,4,3,0,4,0,3,1,1,3,2,2,4,0,3,1,0,2,1,0,4,2,3,4,3,3,0,1,1,4,4,2,0,2,3,2,3,4,2,1,1,0,0,4,0,3,4,1,2,4,1,3,0,2,2,4,0,4,2,1,3,0,1,3,3,1,0,2,2,4,1,4,3,0,1,1,4,0,4,0,2,2,3,3};",NA,fr,npm
